File Name	Analysis Name	Plate Id	Position	Sample Name	Gene Name	Cq	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Cq Error	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
fasciola_297U1.lc96p	Abs Quant		A1	297U1	1juv	34.2		Positive	Unchecked	Unknown		33.92	0.442379927211895			A1	SYBR Green I	Unchecked	1.1449	4.1032903205571	None			1
fasciola_297U1.lc96p	Abs Quant		A2	297U1	2juv	34.1		Positive	Unchecked	Unknown		33.5733333333333	0.483356321292413			A2	SYBR Green I	Unchecked	1.2354	4.1625140358061	None			2
fasciola_297U1.lc96p	Abs Quant		A3	297U1	3juv	32.99		Positive	Unchecked	Unknown		33.2933333333333	0.266520793435208			A3	SYBR Green I	Unchecked	1.091	3.77194216807454	None			3
fasciola_297U1.lc96p	Abs Quant		A4	297U1	egg1	38.54		Positive	Unchecked	Unknown		39.2366666666667	1.65862392763801			A4	SYBR Green I	Unchecked	0.7564	2.7208583732173	None			4
fasciola_297U1.lc96p	Abs Quant		A5	297U1	egg2	36.76		Positive	Unchecked	Unknown		37.27	0.781728853247723			A5	SYBR Green I	Unchecked	1.2014	3.83874642631191	None			5
fasciola_297U1.lc96p	Abs Quant		A6	297U1	egg3			Negative	Unchecked	Unknown						A6	SYBR Green I	Unchecked	0.0864	0.534759950092898	None			6
fasciola_297U1.lc96p	Abs Quant		A7	297U1	met1	40.55		Positive	Unchecked	Unknown		39.35	1.69705627484771			A7	SYBR Green I	Unchecked	1.2268	2.07375772238954	Replicate group contains positives and negatives.			7
fasciola_297U1.lc96p	Abs Quant		A8	297U1	met2	41.25		Positive	Unchecked	Unknown		40.485	1.08187337521542			A8	SYBR Green I	Unchecked	1.188	1.70046508539832	Replicate group contains positives and negatives.			8
fasciola_297U1.lc96p	Abs Quant		A9	297U1	met3	39.84		Positive	Unchecked	Unknown		40.8433333333333	1.16431668086193			A9	SYBR Green I	Unchecked	1.2453	2.7543393878292	None			9
fasciola_297U1.lc96p	Abs Quant		A10	297U1	ad1	31.27		Positive	Unchecked	Unknown		31.3433333333333	0.0808290376865471			A10	SYBR Green I	Unchecked	1.2985	4.45438790501333	None			10
fasciola_297U1.lc96p	Abs Quant		A11	297U1	ad2	31.02		Positive	Unchecked	Unknown		31.1366666666667	0.13868429375143			A11	SYBR Green I	Unchecked	1.5443	4.71903543010635	None			11
fasciola_297U1.lc96p	Abs Quant		A12	297U1	ad3	32.77		Positive	Unchecked	Unknown		32.9133333333333	0.156311654502577			A12	SYBR Green I	Unchecked	1.5026	4.64241974455347	None			12
fasciola_297U1.lc96p	Abs Quant		B1	297U1	1juv	33.41		Positive	Unchecked	Unknown		33.92	0.442379927211895			A1	SYBR Green I	Unchecked	1.3195	4.30190705764034	None			13
fasciola_297U1.lc96p	Abs Quant		B2	297U1	2juv	33.15		Positive	Unchecked	Unknown		33.5733333333333	0.483356321292413			A2	SYBR Green I	Unchecked	1.2908	4.18398486430495	None			14
fasciola_297U1.lc96p	Abs Quant		B3	297U1	3juv	33.49		Positive	Unchecked	Unknown		33.2933333333333	0.266520793435208			A3	SYBR Green I	Unchecked	1.5488	4.64974225759058	None			15
fasciola_297U1.lc96p	Abs Quant		B4	297U1	egg1	38.04		Positive	Unchecked	Unknown		39.2366666666667	1.65862392763801			A4	SYBR Green I	Unchecked	1.2586	3.71610890427807	None			16
fasciola_297U1.lc96p	Abs Quant		B5	297U1	egg2	36.88		Positive	Unchecked	Unknown		37.27	0.781728853247723			A5	SYBR Green I	Unchecked	1.6527	4.45349581523738	None			17
fasciola_297U1.lc96p	Abs Quant		B6	297U1	egg3			Negative	Unchecked	Unknown						A6	SYBR Green I	Unchecked	0.0207	0.25619256253851	None			18
fasciola_297U1.lc96p	Abs Quant		B7	297U1	met1			Negative	Unchecked	Unknown						A7	SYBR Green I	Unchecked	0.0252	0.706386193345036	Replicate group contains positives and negatives.			19
fasciola_297U1.lc96p	Abs Quant		B8	297U1	met2			Negative	Unchecked	Unknown						A8	SYBR Green I	Unchecked	0.7659	1.03233474995333	Replicate group contains positives and negatives.			20
fasciola_297U1.lc96p	Abs Quant		B9	297U1	met3	40.57		Positive	Unchecked	Unknown		40.8433333333333	1.16431668086193			A9	SYBR Green I	Unchecked	1.4177	1.88860237326445	None			21
fasciola_297U1.lc96p	Abs Quant		B10	297U1	ad1	31.43		Positive	Unchecked	Unknown		31.3433333333333	0.0808290376865471			A10	SYBR Green I	Unchecked	1.6234	4.81116634507052	None			22
fasciola_297U1.lc96p	Abs Quant		B11	297U1	ad2	31.29		Positive	Unchecked	Unknown		31.1366666666667	0.13868429375143			A11	SYBR Green I	Unchecked	1.8131	5.06151687522211	None			23
fasciola_297U1.lc96p	Abs Quant		B12	297U1	ad3	32.89		Positive	Unchecked	Unknown		32.9133333333333	0.156311654502577			A12	SYBR Green I	Unchecked	1.8418	5.24758361355343	None			24
fasciola_297U1.lc96p	Abs Quant		C1	297U1	1juv	34.15		Positive	Unchecked	Unknown		33.92	0.442379927211895			A1	SYBR Green I	Unchecked	1.2578	4.02648707105422	None			25
fasciola_297U1.lc96p	Abs Quant		C2	297U1	2juv	33.47		Positive	Unchecked	Unknown		33.5733333333333	0.483356321292413			A2	SYBR Green I	Unchecked	1.5662	4.58541630305808	None			26
fasciola_297U1.lc96p	Abs Quant		C3	297U1	3juv	33.4		Positive	Unchecked	Unknown		33.2933333333333	0.266520793435208			A3	SYBR Green I	Unchecked	1.6211	4.84880066685293	None			27
