File Name	Analysis Name	Plate Id	Position	Sample Name	Gene Name	Cq	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Cq Error	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
fasciola_136g1.lc96p	Abs Quant		A1	136G1	1juv	25.1		Positive	Unchecked	Unknown		24.9833333333333	0.132035348802256			A1	SYBR Green I	Unchecked	1.8381	5.434475	None			1
fasciola_136g1.lc96p	Abs Quant		A2	136G1	2juv	24.5		Positive	Unchecked	Unknown		24.6533333333333	0.138684293751433			A2	SYBR Green I	Unchecked	2.0557	5.702387	None			2
fasciola_136g1.lc96p	Abs Quant		A3	136G1	3juv	24.46		Positive	Unchecked	Unknown		24.5533333333333	0.113724814061546			A3	SYBR Green I	Unchecked	2.2095	5.837314	None			3
fasciola_136g1.lc96p	Abs Quant		A4	136G1	egg1	29.41		Positive	Unchecked	Unknown		29.55	0.127671453348037			A4	SYBR Green I	Unchecked	1.9261	5.304019	None			4
fasciola_136g1.lc96p	Abs Quant		A5	136G1	egg2	30.2		Positive	Unchecked	Unknown		30.2366666666667	0.10969655114603			A5	SYBR Green I	Unchecked	1.9759	5.329175	None			5
fasciola_136g1.lc96p	Abs Quant		A6	136G1	egg3	32.14		Positive	Unchecked	Unknown		32.5466666666667	0.355715241918775			A6	SYBR Green I	Unchecked	1.8594	5.171576	None			6
fasciola_136g1.lc96p	Abs Quant		A7	136G1	met1	35.24		Positive	Unchecked	Unknown		34.7366666666667	0.737586153159976			A7	SYBR Green I	Unchecked	1.8893	5.108924	None			7
fasciola_136g1.lc96p	Abs Quant		A8	136G1	met2	33.16		Positive	Unchecked	Unknown		33.1433333333333	0.185562208796223			A8	SYBR Green I	Unchecked	1.9388	5.341604	None			8
fasciola_136g1.lc96p	Abs Quant		A9	136G1	met3	33.19		Positive	Unchecked	Unknown		32.92	0.256320112359526			A9	SYBR Green I	Unchecked	1.8563	5.205706	None			9
fasciola_136g1.lc96p	Abs Quant		A10	136G1	ad1	24.6		Positive	Unchecked	Unknown		24.6433333333333	0.0665832811847932			A10	SYBR Green I	Unchecked	1.4552	4.793355	None			10
fasciola_136g1.lc96p	Abs Quant		A11	136G1	ad2	24.62		Positive	Unchecked	Unknown		24.8033333333333	0.160727512683215			A11	SYBR Green I	Unchecked	2.193	5.729981	None			11
fasciola_136g1.lc96p	Abs Quant		A12	136G1	ad3	24.19		Positive	Unchecked	Unknown		24.3566666666667	0.165025250593153			A12	SYBR Green I	Unchecked	2.2602	5.862325	None			12
fasciola_136g1.lc96p	Abs Quant		B1	136G1	1juv	24.84		Positive	Unchecked	Unknown		24.9833333333333	0.132035348802256			A1	SYBR Green I	Unchecked	2.0768	5.688098	None			13
fasciola_136g1.lc96p	Abs Quant		B2	136G1	2juv	24.77		Positive	Unchecked	Unknown		24.6533333333333	0.138684293751433			A2	SYBR Green I	Unchecked	2.1245	5.789086	None			14
fasciola_136g1.lc96p	Abs Quant		B3	136G1	3juv	24.68		Positive	Unchecked	Unknown		24.5533333333333	0.113724814061546			A3	SYBR Green I	Unchecked	2.2249	5.858045	None			15
fasciola_136g1.lc96p	Abs Quant		B4	136G1	egg1	29.66		Positive	Unchecked	Unknown		29.55	0.127671453348037			A4	SYBR Green I	Unchecked	2.1057	5.551769	None			16
fasciola_136g1.lc96p	Abs Quant		B5	136G1	egg2	30.36		Positive	Unchecked	Unknown		30.2366666666667	0.10969655114603			A5	SYBR Green I	Unchecked	2.2651	5.69601	None			17
fasciola_136g1.lc96p	Abs Quant		B6	136G1	egg3	32.7		Positive	Unchecked	Unknown		32.5466666666667	0.355715241918775			A6	SYBR Green I	Unchecked	1.8637	5.250543	None			18
fasciola_136g1.lc96p	Abs Quant		B7	136G1	met1	33.89		Positive	Unchecked	Unknown		34.7366666666667	0.737586153159976			A7	SYBR Green I	Unchecked	1.5455	4.766144	None			19
fasciola_136g1.lc96p	Abs Quant		B8	136G1	met2	32.95		Positive	Unchecked	Unknown		33.1433333333333	0.185562208796223			A8	SYBR Green I	Unchecked	1.9526	5.383746	None			20
fasciola_136g1.lc96p	Abs Quant		B9	136G1	met3	32.89		Positive	Unchecked	Unknown		32.92	0.256320112359526			A9	SYBR Green I	Unchecked	2.1239	5.543127	None			21
fasciola_136g1.lc96p	Abs Quant		B10	136G1	ad1	24.72		Positive	Unchecked	Unknown		24.6433333333333	0.0665832811847932			A10	SYBR Green I	Unchecked	2.2664	5.849183	None			22
fasciola_136g1.lc96p	Abs Quant		B11	136G1	ad2	24.92		Positive	Unchecked	Unknown		24.8033333333333	0.160727512683215			A11	SYBR Green I	Unchecked	2.2488	5.790744	None			23
fasciola_136g1.lc96p	Abs Quant		B12	136G1	ad3	24.52		Positive	Unchecked	Unknown		24.3566666666667	0.165025250593153			A12	SYBR Green I	Unchecked	1.2082	4.323359	None			24
fasciola_136g1.lc96p	Abs Quant		C1	136G1	1juv	25.01		Positive	Unchecked	Unknown		24.9833333333333	0.132035348802256			A1	SYBR Green I	Unchecked	1.9152	5.604777	None			25
fasciola_136g1.lc96p	Abs Quant		C2	136G1	2juv	24.69		Positive	Unchecked	Unknown		24.6533333333333	0.138684293751433			A2	SYBR Green I	Unchecked	2.0678	5.726303	None			26
fasciola_136g1.lc96p	Abs Quant		C3	136G1	3juv	24.52		Positive	Unchecked	Unknown		24.5533333333333	0.113724814061546			A3	SYBR Green I	Unchecked	2.2059	5.852423	None			27
fasciola_136g1.lc96p	Abs Quant		C4	136G1	egg1	29.58		Positive	Unchecked	Unknown		29.55	0.127671453348037			A4	SYBR Green I	Unchecked	2.238	5.933448	None			28
fasciola_136g1.lc96p	Abs Quant		C5	136G1	egg2	30.15		Positive	Unchecked	Unknown		30.2366666666667	0.10969655114603			A5	SYBR Green I	Unchecked	2.0368	5.730425	None			29
fasciola_136g1.lc96p	Abs Quant		C6	136G1	egg3	32.8		Positive	Unchecked	Unknown		32.5466666666667	0.355715241918775			A6	SYBR Green I	Unchecked	2.0086	5.313729	None			30
fasciola_136g1.lc96p	Abs Quant		C7	136G1	met1	35.08		Positive	Unchecked	Unknown		34.7366666666667	0.737586153159976			A7	SYBR Green I	Unchecked	2.2064	5.48609	None			31
fasciola_136g1.lc96p	Abs Quant		C8	136G1	met2	33.32		Positive	Unchecked	Unknown		33.1433333333333	0.185562208796223			A8	SYBR Green I	Unchecked	2.1551	5.492963	None			32
fasciola_136g1.lc96p	Abs Quant		C9	136G1	met3	32.68		Positive	Unchecked	Unknown		32.92	0.256320112359526			A9	SYBR Green I	Unchecked	2.3448	5.727591	None			33
